x,y,z,c
2.133934,5.490647,-2.780060,2.000000
3.626826,4.821088,-3.722423,2.000000
3.415136,1.382739,-0.300836,2.000000
4.008159,5.923952,-0.437134,2.000000
2.945629,-1.012739,0.411502,2.000000
2.849886,6.681168,-1.866374,2.000000
-2.923606,5.492730,0.577555,2.000000
0.420985,1.575468,-6.023677,2.000000
-1.206772,-1.608256,2.841492,2.000000
6.393072,-1.399719,4.848406,2.000000
1.359337,6.694077,-2.735719,2.000000
2.882963,6.248736,-4.542840,2.000000
2.981410,6.616828,-1.490643,2.000000
4.154090,4.285946,-3.036243,2.000000
6.581176,-2.855034,0.587681,2.000000
4.799776,6.341253,-2.926134,2.000000
-2.178863,-4.561388,-1.951995,2.000000
3.549129,-6.825418,-1.318114,2.000000
0.937264,6.460768,-3.258999,2.000000
6.746596,-2.839607,0.451496,2.000000
6.789765,-2.827212,0.504010,2.000000
3.206577,6.622655,-2.519928,2.000000
3.751977,-6.820087,-1.303849,2.000000
3.471852,-5.902047,-1.307443,2.000000
4.041959,7.417514,-0.496769,2.000000
3.581394,5.932920,-2.973808,2.000000
4.400573,3.091228,-0.781099,2.000000
3.226034,-1.772309,3.052478,2.000000
3.863566,0.475127,0.749127,2.000000
2.847454,6.189494,-4.495480,2.000000
3.242531,-1.664965,2.862494,2.000000
4.865907,6.473296,-3.170471,2.000000
-0.615416,-0.444132,2.611974,2.000000
3.947429,-0.183899,-0.700502,2.000000
5.447259,6.244932,-1.426897,2.000000
2.529065,-1.497462,4.238774,2.000000
-5.619033,-5.723140,0.334018,2.000000
-4.433351,-0.241462,5.790409,2.000000
3.140652,-4.290089,1.774105,2.000000
-5.619391,-5.723158,0.333933,2.000000
-3.928687,-1.463485,1.754471,2.000000
-2.472599,2.015629,-4.614730,2.000000
6.514490,-1.424275,4.969494,2.000000
-4.739836,-0.971554,2.315749,2.000000
3.321336,-0.795969,4.096101,2.000000
3.597155,-0.488196,4.260915,2.000000
-4.787681,-1.224370,2.125347,2.000000
-2.188353,1.806702,-5.512820,2.000000
1.343056,1.485099,2.625339,2.000000
3.403301,-0.269432,5.419979,2.000000
-5.640505,-5.717163,0.336114,2.000000
-1.538520,0.289095,-0.958783,2.000000
2.927603,1.909252,5.139441,2.000000
2.989897,0.823657,5.575956,2.000000
-5.805017,0.898202,3.700686,2.000000
3.893703,3.093625,-0.798157,2.000000
-4.611590,1.055081,1.132122,2.000000
-2.480011,1.952516,-4.831472,2.000000
6.636756,-1.503382,5.029143,2.000000
3.237038,-0.711547,4.919921,2.000000
0.710843,-6.010423,2.329720,2.000000
-1.151530,1.682544,-4.504406,2.000000
3.404955,-0.267011,5.410529,2.000000
3.808563,3.123690,-0.760020,2.000000
2.916946,6.574460,-1.344531,2.000000
-1.182158,0.604042,-0.623553,2.000000
-1.251267,1.053472,-1.757679,2.000000
6.601920,-1.492078,5.002551,2.000000
2.748466,-3.413958,1.488672,2.000000
2.400824,-1.001912,1.397913,2.000000
-1.046572,0.608685,-0.423438,2.000000
-5.240120,1.275306,1.678971,2.000000
3.177883,-1.018828,3.839904,2.000000
3.536869,-1.170607,3.103757,2.000000
-0.970986,0.553076,-0.141995,2.000000
-5.469314,0.490722,4.254640,2.000000
6.353497,-3.062146,0.265897,2.000000
-5.516166,1.061486,6.470175,2.000000
1.881162,1.740476,2.766130,2.000000
4.006316,5.268189,-2.511869,2.000000
0.251529,2.042141,-6.025450,2.000000
-1.230055,1.082691,-1.807230,2.000000
2.847585,1.453512,3.036874,2.000000
3.218395,6.605736,-1.345256,2.000000
3.448107,-0.293260,5.339308,2.000000
-1.353211,-1.325699,0.394140,2.000000
-1.341803,-1.377181,8.107809,2.000000
-4.705536,-0.050565,6.361029,2.000000
3.720043,0.580451,5.282579,2.000000
4.949687,6.153222,-2.744677,2.000000
3.284142,-0.908033,3.848110,2.000000
3.290385,-0.847577,4.080378,2.000000
2.162858,1.748022,2.388815,2.000000
-5.031755,1.426443,1.475989,2.000000
3.772314,-4.410544,3.936539,2.000000
2.659764,0.564118,7.218451,2.000000
2.758129,0.008171,4.187435,2.000000
0.910405,-7.076969,1.609999,2.000000
1.711500,0.310959,1.588965,2.000000
3.415428,6.349275,-2.743071,2.000000
-1.528978,2.889986,-6.256023,2.000000
-5.209308,0.409545,1.619463,2.000000
-5.591162,1.479580,4.908972,2.000000
-0.448560,2.316968,-3.234243,2.000000
-0.299953,0.897277,5.408389,2.000000
3.682824,6.579345,-2.331391,2.000000
2.134562,-4.932094,4.296939,2.000000
3.965888,1.025552,5.303773,2.000000
6.787299,-1.533829,5.248830,2.000000
-5.493477,1.381954,1.928117,2.000000
3.991064,-3.477621,2.704332,2.000000
-5.116705,0.491705,-3.507251,2.000000
4.273394,2.815933,-0.848434,2.000000
3.049325,-2.728099,4.315738,2.000000
1.047583,-7.051618,1.735975,2.000000
2.050794,1.285358,1.577778,2.000000
-1.356217,0.960242,-0.413697,2.000000
1.155150,-6.242423,2.697275,2.000000
-0.994486,0.690915,-0.712604,2.000000
3.800436,0.893969,5.363138,2.000000
-4.951393,0.073508,3.883049,2.000000
3.394350,7.018425,-1.671062,2.000000
-3.066095,5.855094,0.630141,2.000000
1.050803,-7.052642,1.693915,2.000000
-1.362503,-1.325904,0.409462,2.000000
3.580884,-0.148514,4.300295,2.000000
7.398385,5.387962,-3.078878,2.000000
-1.750915,0.604668,-1.102602,2.000000
-4.319994,-0.874663,5.624364,2.000000
-2.454497,1.770262,-5.633322,2.000000
3.046880,6.608019,-1.880199,2.000000
3.338174,-4.126793,1.222465,2.000000
3.371127,5.716294,-3.795050,2.000000
4.027338,-3.582330,2.885381,2.000000
-3.051304,5.902864,0.634924,2.000000
4.733925,-1.090292,1.265595,2.000000
4.902709,-0.910718,1.217851,2.000000
2.242434,1.021776,-0.498421,2.000000
0.810680,-6.796548,2.774923,2.000000
3.589842,-3.783090,1.274684,2.000000
4.983203,-1.580533,3.551615,2.000000
5.531619,-1.143207,-3.841298,2.000000
5.530939,-1.139585,-3.841051,2.000000
3.059671,1.617959,-3.270914,2.000000
3.822974,1.014234,2.131637,2.000000
4.482542,1.560729,0.576751,2.000000
4.377142,3.505122,0.012366,2.000000
3.011058,1.781923,-3.190675,2.000000
3.901553,-2.253820,4.092304,2.000000
4.196770,4.823379,0.157556,2.000000
3.326224,1.114165,-3.682384,2.000000
1.782161,0.193833,-1.659728,2.000000
4.917577,-3.181324,2.049883,2.000000
2.906994,1.471506,0.252513,2.000000
-7.801270,1.888887,-2.401285,2.000000
3.422432,3.064639,0.971069,2.000000
4.199178,2.337708,0.483102,2.000000
4.865793,-3.062485,2.135305,2.000000
2.493629,1.320816,-0.180642,2.000000
1.413284,-6.204453,-0.983011,2.000000
4.702328,5.404754,1.825686,2.000000
4.071597,5.467762,-0.044928,2.000000
4.503627,2.016389,0.348516,2.000000
3.475851,3.109237,1.217041,2.000000
3.119759,3.654052,0.094745,2.000000
-0.114486,-6.263107,3.450022,2.000000
3.540453,1.451529,1.281261,2.000000
3.529352,-0.736923,-0.876145,2.000000
4.833304,-1.924158,3.659455,2.000000
2.258188,1.442469,-0.325672,2.000000
3.867384,0.841670,1.992341,2.000000
3.662942,-4.916886,1.824508,2.000000
2.519916,0.843243,-1.634318,2.000000
2.984088,1.803994,-3.186859,2.000000
3.354981,3.071600,0.708844,2.000000
4.918131,-0.907695,1.258938,2.000000
5.066820,-1.721424,3.617994,2.000000
4.944419,-1.654660,3.576800,2.000000
5.113451,-1.869402,3.681400,2.000000
3.461644,3.146614,0.820598,2.000000
3.328930,1.107895,-3.684526,2.000000
2.985277,-3.540443,1.591785,2.000000
4.748909,-2.862313,2.142346,2.000000
4.511829,5.947127,2.354317,2.000000
3.674107,-4.924242,1.852665,2.000000
3.232789,1.320021,-3.140565,2.000000
3.969266,-2.905902,4.332448,2.000000
2.968775,1.768999,-3.375678,2.000000
3.323701,3.211573,0.545002,2.000000
1.764136,0.230335,-1.648494,2.000000
4.800756,-1.774708,3.671026,2.000000
4.197078,3.961523,0.178936,2.000000
5.036594,-0.804958,1.244431,2.000000
3.179177,2.811194,1.029487,2.000000
4.315553,3.781669,0.145946,2.000000
4.029215,-3.449135,2.772411,2.000000
5.213655,-1.789504,3.661555,2.000000
3.307096,-5.150670,-0.361357,2.000000
5.523748,-1.024390,-3.459289,2.000000
3.964117,0.643127,2.736433,2.000000
3.832801,-4.916519,1.801163,2.000000
3.888769,-4.001258,2.091912,2.000000
3.921311,-2.058964,3.963605,2.000000
3.419624,-5.181778,-0.166394,2.000000
4.233984,3.892672,0.174645,2.000000
2.417782,1.368434,2.781303,2.000000
3.812792,0.853646,2.218433,2.000000
4.288122,3.032504,0.262378,2.000000
4.502180,4.152205,0.212722,2.000000
3.847282,0.706994,2.154489,2.000000
4.196883,4.563684,0.209996,2.000000
4.514098,-1.558265,0.255142,2.000000
5.443551,-1.062938,-3.800040,2.000000
4.124524,2.797105,0.265548,2.000000
4.886337,-2.354343,0.299674,2.000000
-5.345270,0.008730,-3.770940,2.000000
2.894093,1.754508,-3.515438,2.000000
2.828121,0.319897,-0.939517,2.000000
3.522806,3.069638,1.443938,2.000000
3.983210,-2.102296,2.577578,2.000000
4.028281,-1.930467,2.424729,2.000000
3.732395,-4.812999,1.658939,2.000000
3.637538,1.350249,1.573710,2.000000
3.915641,0.692827,2.678765,2.000000
-7.146032,1.144090,-3.014253,2.000000
-1.413814,-2.752121,4.120967,2.000000
1.726984,0.292644,-1.641255,2.000000
3.641364,1.561886,1.203137,2.000000
4.238504,4.070417,0.189089,2.000000
4.689673,-2.161556,0.337506,2.000000
3.035082,1.763934,-0.387789,2.000000
4.399403,3.918892,-0.040429,2.000000
3.843902,0.625889,2.190768,2.000000
3.852400,0.864723,2.467309,2.000000
2.462068,1.276806,0.111070,2.000000
-1.023325,-0.915527,3.883901,2.000000
4.542868,6.067678,-2.851558,2.000000
4.303929,5.280991,-1.973766,2.000000
4.718891,5.307014,2.736018,2.000000
-3.286882,6.053474,-0.519541,2.000000
3.519981,-5.191120,0.318732,2.000000
5.559340,-0.286174,0.320267,2.000000
-1.818481,-6.164768,-0.635065,2.000000
3.535478,-6.593112,-1.330691,2.000000
-0.526137,-0.175252,3.458099,2.000000
-0.968803,-4.987569,0.354740,2.000000
4.276591,5.649943,-1.531288,2.000000
-1.728236,-2.923260,4.019763,2.000000
2.018604,6.022558,-3.877009,2.000000
3.152815,-5.858664,-1.485745,2.000000
5.506073,-2.874540,0.114958,2.000000
3.542570,6.113790,-2.845555,2.000000
0.435438,-7.716146,1.553350,2.000000
-3.611890,5.990121,0.231142,2.000000
5.180728,5.578098,0.993221,2.000000
-5.477631,-0.476414,-3.317973,2.000000
3.537195,-5.123573,0.258103,2.000000
-1.321121,-3.659169,0.673361,2.000000
-1.377887,-3.034853,1.072643,2.000000
-1.459677,-2.091057,3.966320,2.000000
3.632714,5.752560,-2.076800,2.000000
2.991782,0.271242,-0.667874,2.000000
1.166147,-6.875850,3.052418,2.000000
-7.794807,1.896246,-2.406184,2.000000
0.982837,-5.524580,-1.432826,2.000000
4.392594,2.075804,-0.657745,2.000000
-1.700504,-4.092299,1.141591,2.000000
5.120399,5.592125,0.910776,2.000000
5.251033,4.725541,0.319968,2.000000
3.706233,6.101548,-2.819030,2.000000
3.008109,6.429460,-2.953287,2.000000
5.021025,-3.200569,0.385909,2.000000
5.707307,4.456484,-0.679945,2.000000
3.751142,-2.278657,-0.138481,2.000000
5.265828,4.521292,0.358665,2.000000
5.315141,5.138324,0.355568,2.000000
4.796764,2.160648,-2.698207,2.000000
5.108027,5.507099,0.935151,2.000000
4.656302,2.338795,-0.082050,2.000000
-1.447799,-5.058115,2.877532,2.000000
2.991748,3.715239,0.012942,2.000000
5.955702,5.219514,2.546577,2.000000
4.084976,5.565561,2.997422,2.000000
4.962978,3.999986,-1.154883,2.000000
-0.992245,-4.981779,0.361359,2.000000
4.294343,5.645462,-2.193281,2.000000
5.194792,-2.868017,0.256147,2.000000
3.366285,-5.819778,-1.404218,2.000000
3.649102,5.842305,-2.387543,2.000000
3.521424,5.883626,-2.551691,2.000000
-5.605591,-0.186987,-3.481354,2.000000
4.701899,4.127829,-0.976331,2.000000
4.529862,5.280431,1.725957,2.000000
0.456253,-7.789369,1.528680,2.000000
4.898466,5.837742,0.699708,2.000000
0.293021,-6.410127,0.860547,2.000000
5.176612,5.175645,0.446833,2.000000
4.658883,3.987265,-0.896918,2.000000
3.930094,5.587324,3.144637,2.000000
0.622418,-6.816033,1.668784,2.000000
4.685925,4.925523,-0.577679,2.000000
-1.548663,-2.656721,4.012309,2.000000
1.506006,-6.911099,-0.953099,2.000000
5.232320,5.332648,0.432586,2.000000
5.132877,2.862867,-0.832493,2.000000
-3.984062,6.069168,-0.023331,2.000000
1.575632,-6.544338,-0.902256,2.000000
-1.941302,-1.517386,4.640472,2.000000
-1.553899,-4.844810,2.790782,2.000000
5.416972,-2.870742,0.371164,2.000000
-2.224469,-1.887957,4.100356,2.000000
-2.190709,-1.902143,4.114812,2.000000
5.487102,4.382111,-0.042303,2.000000
-1.278632,-1.384094,3.910164,2.000000
2.513941,-6.299760,-1.459908,2.000000
4.049454,-0.052923,-1.313593,2.000000
2.748289,6.288998,-2.910248,2.000000
3.777681,-5.779677,-1.224185,2.000000
3.708582,-3.965898,0.978415,2.000000
4.992638,4.001565,-1.210629,2.000000
0.755737,2.860464,-6.324964,2.000000
5.419048,-3.601113,0.360036,2.000000
3.778649,5.444153,-3.110753,2.000000
4.360759,5.942017,-0.127053,2.000000
4.285397,-1.265012,2.283359,2.000000
3.523567,6.092330,-0.211343,2.000000
4.752362,4.064039,-0.953887,2.000000
-1.324902,-3.644757,0.691631,2.000000
6.003406,5.189343,2.529621,2.000000
3.932044,-1.287417,2.364878,2.000000
4.317138,-1.533825,0.140073,2.000000
5.238709,5.211615,0.268384,2.000000
-1.912713,-1.820670,4.311264,2.000000
5.320848,3.652279,-1.191346,2.000000
-0.739602,-6.195564,0.717356,2.000000
-5.623068,2.000691,4.794354,2.000000
-2.291598,1.593067,5.469327,2.000000
-1.337758,0.536543,-0.714487,2.000000
1.653394,1.980851,5.169209,2.000000
-1.802135,1.814607,-6.310230,2.000000
-1.065864,4.994490,-6.098618,2.000000
-1.010673,4.947544,-6.144561,2.000000
-3.018161,2.685565,-5.775393,2.000000
2.616400,0.572393,6.925779,2.000000
-1.607194,1.957330,-6.347443,2.000000
-5.208524,2.141878,5.831204,2.000000
-5.184613,1.665386,6.167706,2.000000
3.284320,1.453570,5.337956,2.000000
1.620683,1.123378,4.560020,2.000000
-5.544318,1.942285,4.635432,2.000000
-1.829336,0.522360,-1.140902,2.000000
2.687473,0.600686,7.091709,2.000000
-5.186417,2.225651,5.841562,2.000000
-4.732586,0.063396,5.188939,2.000000
2.655778,0.632891,7.073894,2.000000
2.328760,-0.693523,8.587805,2.000000
-1.966970,2.607898,-5.803374,2.000000
-1.772927,-0.035868,-1.196048,2.000000
-1.840232,3.631465,-6.391307,2.000000
-4.879560,0.172261,2.051677,2.000000
2.536839,2.128221,5.215192,2.000000
-4.492723,-0.097429,5.936648,2.000000
-1.168991,4.167876,-6.833697,2.000000
1.872925,1.001607,5.015774,2.000000
2.481745,1.531070,5.680520,2.000000
-2.551653,2.344749,-5.519532,2.000000
-1.515422,1.641236,-6.504431,2.000000
2.974629,1.832959,5.213374,2.000000
2.128210,0.912089,5.326760,2.000000
-5.088993,1.559530,5.298942,2.000000
-4.546244,-0.403284,5.022002,2.000000
-1.306639,3.919066,-6.427974,2.000000
6.731877,-1.537201,5.151905,2.000000
-2.587935,2.211714,-5.057008,2.000000
2.068961,0.474940,6.569931,2.000000
-7.096829,2.099875,-2.809340,2.000000
2.293666,2.137986,5.212769,2.000000
-1.614952,0.150695,-0.966293,2.000000
-1.548933,3.258897,-6.330070,2.000000
-5.301003,2.144368,5.722684,2.000000
-1.949277,0.565260,-1.135420,2.000000
0.118624,3.018430,-6.266101,2.000000
-1.196731,-0.627865,-0.871370,2.000000
3.583391,-0.897913,2.946404,2.000000
6.860933,-1.580253,5.351054,2.000000
-1.587512,1.738951,-6.330841,2.000000
-1.954046,3.676847,-6.402360,2.000000
-1.513375,4.656425,-7.142516,2.000000
1.400691,1.295063,4.601249,2.000000
-0.416640,-1.299876,-0.529053,2.000000
-1.320979,4.497778,-6.959557,2.000000
-1.546922,4.631764,-7.159959,2.000000
3.195376,1.593706,5.232957,2.000000
-1.980229,3.638346,-6.385229,2.000000
-4.333450,-0.833652,5.578982,2.000000
-1.647094,1.530337,-6.484339,2.000000
-5.052520,1.816900,5.477701,2.000000
-1.705093,4.583248,-7.103896,2.000000
2.814417,1.887204,5.210796,2.000000
2.527760,2.116211,5.203001,2.000000
-1.749981,-0.060809,-1.161129,2.000000
-0.213944,4.965129,-6.117083,2.000000
-1.582103,2.701421,-6.281983,2.000000
2.974395,1.666066,5.291051,2.000000
2.934409,1.652029,5.424050,2.000000
-4.720312,-0.009712,6.234356,2.000000
1.662664,1.098899,5.040966,2.000000
2.046644,0.921690,5.261002,2.000000
-1.386546,3.789489,-6.427955,2.000000
-4.533008,-0.427512,5.078326,2.000000
-1.512426,4.688853,-7.159929,2.000000
-2.522239,2.056560,-4.995074,2.000000
-1.090785,0.709316,3.132850,2.000000
-1.512775,4.586320,-7.126057,2.000000
-2.056726,2.608152,-6.918879,2.000000
2.329843,-0.691998,8.585813,2.000000
-4.327210,-0.852389,5.587075,2.000000
-5.399860,1.320607,2.239842,2.000000
-2.582597,2.253983,-5.093620,2.000000
-0.401022,-1.629328,-0.625931,2.000000
-1.576501,1.934358,-6.207729,2.000000
-1.723274,4.540243,-7.102881,2.000000
-4.748002,1.091219,3.906210,2.000000
0.947800,-1.057801,6.527971,2.000000
2.794489,0.636804,6.726690,2.000000
1.032743,-1.595699,6.036246,2.000000
-1.091339,4.183457,-6.793699,2.000000
0.915670,-1.117565,6.608959,2.000000
-2.090148,2.587822,-6.983205,2.000000
-4.540417,-0.414275,5.071203,2.000000
-5.008395,1.926852,5.617399,2.000000
1.012004,-1.479620,6.160981,2.000000
-0.251093,-1.541271,-0.584076,2.000000
-1.700329,4.581627,-7.105229,2.000000
-1.584938,1.797612,-6.292941,2.000000
2.970089,0.939681,5.808410,2.000000
1.307756,1.225213,4.747441,2.000000
-1.116903,4.581258,-6.222494,2.000000
-0.865527,-1.349949,-0.291378,2.000000
-3.388843,3.146408,-5.557482,2.000000
-0.928628,5.814002,-5.758802,2.000000
0.782378,-1.284366,6.816350,2.000000
3.526833,0.561751,5.940547,2.000000
-1.334245,3.860064,-6.383872,2.000000
-0.178785,-1.217582,-0.562076,2.000000
0.825509,-1.284474,6.764136,2.000000
-0.934621,4.889971,-6.244684,2.000000
-0.216973,-1.056625,-0.559864,2.000000
-7.303797,-4.392355,0.505190,2.000000
-0.980721,4.144651,-6.568426,2.000000
-1.043913,5.563140,-5.855192,2.000000
-5.457632,1.340747,5.121896,2.000000
-3.072156,3.332952,-5.311019,2.000000
1.673317,1.409925,5.160789,2.000000
-5.095174,0.542603,6.005944,2.000000
-1.038943,5.594814,-5.847064,2.000000
1.570560,0.187526,6.300679,2.000000
2.951253,0.636349,6.614641,2.000000
-1.081642,4.319708,-6.694843,2.000000
-0.292351,-1.019466,-0.571874,2.000000
-0.180562,5.407661,-6.106861,2.000000
2.316275,0.481688,3.043406,2.000000
-0.955213,5.215075,-6.123835,2.000000
3.468626,0.554953,5.961558,2.000000
-3.109049,2.881516,-5.658144,2.000000
-5.121250,2.149490,5.844719,2.000000
2.781665,0.584857,6.772813,2.000000
3.776042,0.589324,4.208465,2.000000
-4.348581,1.245784,5.168872,2.000000
-0.606574,3.503184,-6.862507,2.000000
2.676252,0.588613,7.238290,2.000000
2.956035,1.656469,5.544323,2.000000
-3.086729,3.250183,-5.675728,2.000000
1.757809,1.253876,5.602164,2.000000
0.848323,1.621313,3.236644,2.000000
-4.792802,1.111331,3.995706,2.000000
-1.800959,-0.228404,-1.246410,2.000000
-0.617324,4.288679,-6.959492,2.000000
-1.295931,4.572556,-6.162130,2.000000
1.274607,1.274248,4.719054,2.000000
1.541064,-0.165857,6.533395,2.000000
-0.259220,3.149817,-6.851869,2.000000
3.526278,0.564620,5.949210,2.000000
-0.823303,-1.342612,-0.327701,2.000000
-0.934641,4.410593,-6.168689,2.000000
-1.011481,4.576338,-6.361516,2.000000
0.741323,-1.309802,6.870596,2.000000
2.948669,0.632520,6.628935,2.000000
-4.727324,0.103756,5.377630,2.000000
-1.810225,-0.037006,-1.188553,2.000000
-0.574109,5.023710,-6.269848,2.000000
-4.901259,0.302643,4.970833,2.000000
-3.089742,2.906066,-5.667290,2.000000
1.448544,0.029796,6.344150,2.000000
-0.331372,-1.632484,-0.580087,2.000000
3.004404,0.658931,6.388816,2.000000
0.911324,1.630690,3.060476,2.000000
1.904917,1.114987,5.833952,2.000000
1.655205,1.217596,5.034712,2.000000
-0.900764,0.650583,-0.930844,2.000000
-1.329878,3.349087,-6.179856,2.000000
-0.946591,0.621615,-0.951640,2.000000
-5.638359,1.364970,4.678781,2.000000
-3.156631,2.896884,-5.608092,2.000000
-4.482398,0.220551,5.598948,2.000000
1.773981,1.123301,5.040407,2.000000
-1.525204,-0.534743,-1.084169,2.000000
1.666206,1.511358,5.368185,2.000000
-1.228988,3.632245,-6.269179,2.000000
1.544750,0.276252,1.530950,2.000000
3.513697,1.162244,4.301738,2.000000
-1.238927,4.315703,-6.313182,2.000000
-0.969217,5.627520,-5.839180,2.000000
-1.125531,1.554716,-5.767215,2.000000
6.764175,-1.549056,5.219845,2.000000
-0.868595,4.149299,-6.783981,2.000000
2.971352,1.681328,4.820513,2.000000
-1.285504,3.913418,-6.751314,2.000000
-0.255277,-1.419119,-0.573529,2.000000
-0.277119,4.671685,-6.304860,2.000000
-0.267494,4.888989,-6.253447,2.000000
0.050394,3.459156,-6.296250,2.000000
2.032855,0.665119,6.282554,2.000000
-0.183723,-1.017746,-0.567989,2.000000
-0.861003,-1.344802,-0.300862,2.000000
-5.539826,1.575804,2.557778,2.000000
2.336449,0.648355,6.411668,2.000000
1.941793,1.131108,5.878256,2.000000
-5.408461,1.374483,5.234234,2.000000
-7.303837,-4.392398,0.505261,2.000000
-3.794343,3.573593,-6.066214,2.000000
-3.070922,3.340425,-5.310068,2.000000
-5.490995,1.377017,4.453293,2.000000
0.827447,1.620608,3.292823,2.000000
2.955026,1.653682,5.552784,2.000000
-0.598159,-3.731906,2.446162,3.000000
1.765745,-6.104832,2.100439,3.000000
1.299409,-5.099456,3.751233,3.000000
4.230861,2.773930,-0.637980,3.000000
3.100296,-1.786347,0.911109,3.000000
3.117443,-0.759649,0.628526,3.000000
4.790176,3.935220,-0.143300,3.000000
1.366723,-5.240566,3.564746,3.000000
5.400252,-0.288239,0.383146,3.000000
-2.960330,5.514274,0.509046,3.000000
3.706185,-0.976687,1.958001,3.000000
2.049896,-5.143032,3.342455,3.000000
2.672371,-5.259928,-0.178363,3.000000
3.701375,5.436894,-3.327387,3.000000
4.896544,3.509766,-0.652548,3.000000
-3.416852,6.066173,-0.786780,3.000000
4.320385,4.797363,-0.168288,3.000000
4.762595,4.737990,-2.429776,3.000000
1.601663,6.328468,-3.419954,3.000000
2.317060,-3.647482,2.909997,3.000000
-4.463599,0.956218,-3.427937,3.000000
3.362924,-0.806807,1.810011,3.000000
-3.683405,5.988718,0.227448,3.000000
1.779707,-6.990106,1.526349,3.000000
5.021998,4.181632,-0.290505,3.000000
3.879129,6.611956,-3.306005,3.000000
1.170832,-5.918516,2.246023,3.000000
3.772777,0.553107,0.692724,3.000000
3.434792,5.840505,-3.873898,3.000000
2.790845,-2.311971,2.436534,3.000000
0.038249,-4.715913,3.296357,3.000000
-3.377476,6.062471,-0.437374,3.000000
-4.505203,0.975510,-3.427939,3.000000
3.955175,5.934670,-2.433180,3.000000
3.005389,-2.277133,2.682728,3.000000
5.035562,2.587627,0.087938,3.000000
-3.443258,6.548962,-1.454467,3.000000
1.730995,-6.069455,2.061717,3.000000
6.056223,5.857787,-0.601412,3.000000
4.455379,4.283444,-2.637158,3.000000
4.450039,3.190123,-0.734708,3.000000
4.274653,2.694350,-0.794760,3.000000
2.631265,-4.695506,2.107338,3.000000
3.355089,-1.801229,0.611834,3.000000
2.601976,5.917433,-4.078543,3.000000
3.063086,-3.077129,1.905088,3.000000
4.922186,-1.967687,1.812918,3.000000
2.238827,-5.727827,3.039130,3.000000
3.627654,6.085096,-2.955803,3.000000
0.827434,2.501747,-6.143667,3.000000
4.019216,6.015013,-2.413307,3.000000
-3.388057,6.617038,-1.618077,3.000000
2.828478,-2.484126,2.380364,3.000000
2.362840,-4.794147,2.793654,3.000000
-0.668460,-0.586217,2.519330,3.000000
3.350821,-1.705273,2.951247,3.000000
0.869411,-7.438134,0.352543,3.000000
2.964418,-0.775075,0.493373,3.000000
-2.434980,5.716625,-1.717895,3.000000
3.704775,-0.959756,1.975135,3.000000
-3.388892,6.042598,-0.638668,3.000000
1.562341,-5.074660,3.881081,3.000000
3.308835,-3.346478,1.217813,3.000000
-1.169000,-5.947594,0.786565,3.000000
1.285431,-5.110185,3.738144,3.000000
-3.270487,5.981105,-0.864496,3.000000
4.978102,-2.097148,1.731804,3.000000
0.327017,-5.036867,3.875690,3.000000
2.531056,-4.501239,1.847385,3.000000
4.041763,6.823821,-2.608612,3.000000
-0.556416,-3.373422,2.859949,3.000000
3.087879,-0.068451,2.361529,3.000000
3.294788,5.142444,-4.353074,3.000000
-3.393024,6.140701,-0.836330,3.000000
0.879203,-7.445313,0.348840,3.000000
0.490445,-5.025321,3.221674,3.000000
0.163640,-4.793925,2.904639,3.000000
-1.854569,-4.196224,1.016746,3.000000
-5.569480,1.537132,-3.339943,3.000000
0.775409,-6.675782,1.615411,3.000000
1.820748,-5.253322,3.561085,3.000000
2.660974,-1.072895,1.413529,3.000000
2.547134,5.903258,-4.100875,3.000000
-3.451635,5.874543,0.118236,3.000000
-3.367494,6.344289,-1.244299,3.000000
3.199321,5.420707,-4.310321,3.000000
2.038997,-3.348827,3.230389,3.000000
3.350810,-1.901368,0.622335,3.000000
-3.370235,6.496521,-1.488677,3.000000
3.309477,-2.653299,0.726951,3.000000
-0.106592,-4.351096,3.662968,3.000000
4.598328,4.699815,-2.384499,3.000000
4.079862,1.390079,0.353775,3.000000
0.345736,-5.055457,3.891291,3.000000
1.262485,2.380373,-5.222410,3.000000
-3.278355,6.253498,-1.085794,3.000000
3.880497,0.105748,1.027217,3.000000
1.690656,6.405809,-3.320818,3.000000
0.063415,6.416563,-2.325572,3.000000
2.084131,6.114185,-3.827798,3.000000
3.504399,6.410542,-3.797538,3.000000
-0.632763,-0.381475,3.014635,3.000000
2.584859,-5.005686,4.174540,3.000000
1.468418,5.831872,-3.775311,3.000000
-1.348804,-3.599972,3.534613,3.000000
3.408296,-2.268210,3.905229,3.000000
-1.090349,-3.639595,3.797068,3.000000
3.034902,-1.230878,1.713412,3.000000
-0.689411,-4.832896,3.243380,3.000000
1.369592,-5.787311,3.589720,3.000000
4.105688,4.501877,-3.093886,3.000000
-1.270439,-3.196301,3.836196,3.000000
-3.275004,6.303505,-1.321676,3.000000
-1.764567,-3.862051,1.474417,3.000000
0.797783,2.460873,-6.155795,3.000000
2.726757,-4.911966,2.160117,3.000000
3.303576,-2.490687,3.908628,3.000000
1.049648,-5.840277,3.550023,3.000000
-3.250508,6.242792,-1.210231,3.000000
3.857392,0.224683,1.273399,3.000000
3.837085,-0.003009,1.457150,3.000000
3.849768,-2.092749,3.579422,3.000000
4.022920,-2.985422,0.086224,3.000000
-0.829480,-4.061854,3.260380,3.000000
3.183739,-3.047700,4.003228,3.000000
